counter,start,storeDLT,storeKfrags,finish
1,10114,13846,116,66,107
14,8399,21505,128,68,111
4,11726,34844,117,64,106
8,8552,40462,121,77,116
2,7058,47085,118,69,114
0,12077,59386,139,67,112
15,25113,53749,124,65,108
11,25036,63266,113,64,107
3,53335,47697,128,62,110
7,64209,45970,117,68,107
16,61382,55770,120,62,107
5,64416,61860,124,75,109
6,70172,86149,114,63,107
17,56616,86048,115,65,109
12,53416,88857,117,68,106
10,46851,98215,131,71,111
9,52380,106896,130,68,110
13,46949,103241,117,67,106
19,78980,62740,115,68,159
18,88847,56029,115,67,116
