counter,start,storeDLT,storeKfrags,finish
1,10114,14438,114,65,107
14,8399,21394,115,75,115
4,11726,29286,119,67,114
8,8552,41532,136,74,105
2,7058,47774,120,61,114
0,12077,58814,115,68,112
15,25113,53050,118,68,110
11,25036,64445,120,65,119
3,53335,47211,122,68,110
7,64209,47318,114,73,117
16,61382,54404,121,69,107
5,64416,67629,114,62,108
6,70172,71804,115,70,167
17,56616,86933,118,76,136
12,53416,86534,119,70,114
10,46851,97632,129,68,106
9,52380,106545,141,65,109
13,46949,102286,118,65,110
19,78980,61549,117,64,106
18,88847,55389,116,74,113
