counter,start,storeDLT,storeKfrags,finish
0,2422,2836,111,69,110
10,2558,3959,114,69,116
17,2327,2858,111,73,105
1,3362,3014,111,65,116
3,3279,3819,127,65,111
2,3160,3563,118,64,105
9,2947,4623,111,65,108
16,2316,5517,114,73,119
5,4820,2928,113,65,117
8,3079,3862,109,67,114
7,2317,4463,115,65,106
14,4296,2279,175,58,104
12,2364,2954,115,65,112
11,12992,7221,645,101,205
18,4668,3440,111,71,124
4,11093,6077,110,62,134
13,8489,7328,114,59,116
6,2554,3379,109,60,141
19,2946,4224,110,59,114
15,4340,6038,134,60,127
