counter,start,storeDLT,storeKfrags,finish
0,6820,8368,110,77,107
5,6038,16126,121,66,103
7,7233,19666,109,73,103
10,7566,26297,139,78,109
14,4066,32695,114,95,103
6,3757,36044,110,64,113
1,5128,40504,112,67,111
13,28241,24630,109,62,109
8,40822,17636,118,68,115
18,29995,18861,109,59,106
2,38831,28118,113,69,108
4,28031,33853,112,76,102
3,37707,39855,110,82,113
11,26807,35884,109,64,129
16,27046,40490,113,81,115
15,13176,50680,114,61,102
12,18766,73470,140,122,111
19,66667,9369,196,450,107
17,58515,15718,135,117,107
9,146027,14079,327,70,111
